edit_decision_id	article_id	round	editor_id	decision	date_decided
613	505	1	10	4	2013-07-23 03:51:47
614	515	1	1287	4	2013-07-25 00:20:34
615	515	1	1287	4	2013-07-25 00:20:57
616	418	1	10	4	2013-07-30 00:12:11
617	220	1	2109	2	2013-08-07 08:08:09
618	330	1	10	1	2013-08-08 20:05:14
619	498	1	10	4	2013-08-09 23:52:12
620	419	1	10	3	2013-08-11 22:16:47
621	459	1	10	1	2013-08-14 17:35:26
622	341	1	10	1	2013-08-15 18:47:15
623	523	1	1287	4	2013-08-16 12:53:40
624	522	1	1287	4	2013-08-16 22:02:37
625	522	1	1287	4	2013-08-16 22:12:22
626	519	1	10	4	2013-08-17 03:41:21
627	420	1	10	1	2013-08-17 03:45:55
628	312	1	10	1	2013-08-25 17:20:37
629	525	1	1287	4	2013-08-26 17:12:45
630	432	1	10	1	2013-08-28 22:44:34
631	366	1	10	1	2013-08-28 23:15:42
632	220	1	2109	1	2013-08-29 12:36:18
633	508	1	1287	1	2013-08-31 23:02:57
634	546	1	1287	4	2013-09-29 17:53:53
635	356	1	10	1	2013-10-10 23:54:02
636	492	1	77	2	2013-10-13 13:32:27
637	492	1	77	1	2013-10-16 13:15:36
638	320	1	77	3	2013-10-19 23:21:07
639	451	1	10	1	2013-10-20 19:06:47
640	381	1	10	1	2013-10-22 16:54:02
641	527	1	77	2	2013-11-01 13:12:44
642	241	2	77	3	2013-11-30 10:26:52
643	456	1	10	1	2013-12-01 02:03:08
644	320	2	77	2	2013-12-02 09:45:52
645	580	1	10	4	2013-12-04 20:35:33
646	509	1	77	2	2013-12-07 23:20:20
647	579	1	2	1	2013-12-07 23:34:02
648	509	1	2	1	2013-12-08 02:33:26
649	241	3	77	2	2013-12-14 10:12:39
650	520	1	10	1	2013-12-16 22:31:11
651	241	3	77	1	2013-12-17 07:32:19
652	582	1	10	4	2013-12-17 20:39:19
653	583	1	10	4	2013-12-17 20:48:05
654	561	1	2	1	2013-12-19 04:09:20
655	419	2	10	1	2013-12-19 19:15:22
656	589	1	10	4	2013-12-22 23:58:24
657	537	1	77	2	2014-01-16 19:11:24
658	588	1	10	4	2014-01-20 16:39:41
659	595	1	10	4	2014-01-21 01:14:02
660	602	1	10	4	2014-01-24 00:41:59
661	592	1	10	4	2014-01-25 17:33:00
662	603	1	10	4	2014-01-25 17:37:32
663	415	1	10	1	2014-01-25 22:42:16
664	605	1	6	1	2014-01-26 20:57:55
665	606	1	6	1	2014-01-26 21:05:03
666	599	1	10	4	2014-01-28 01:59:00
667	597	1	10	4	2014-01-30 01:12:26
668	608	1	1287	4	2014-01-31 09:57:17
669	554	1	77	2	2014-02-01 22:06:15
670	332	1	10	1	2014-02-05 17:12:03
671	554	1	77	1	2014-02-09 17:49:53
672	610	1	10	4	2014-02-10 03:48:54
673	534	1	77	2	2014-02-10 15:05:33
674	521	1	77	2	2014-02-13 19:41:25
675	534	1	77	3	2014-02-16 18:33:19
676	607	1	10	4	2014-02-17 01:53:04
677	612	1	1287	4	2014-02-21 07:06:13
678	613	1	10	4	2014-02-21 16:41:02
679	403	1	10	1	2014-02-21 19:47:01
680	577	1	10	4	2014-02-22 00:25:42
681	618	1	6	1	2014-02-22 21:45:08
682	618	1	6	1	2014-02-22 21:50:35
683	619	1	6	1	2014-02-22 21:53:54
684	428	1	10	1	2014-02-23 16:12:44
685	618	1	2	1	2014-02-25 16:44:53
686	537	1	77	3	2014-03-02 00:05:10
687	513	1	77	2	2014-03-02 16:40:40
688	527	1	77	1	2014-03-02 16:50:29
689	406	1	10	3	2014-03-03 22:20:18
690	499	1	10	1	2014-03-08 16:30:08
691	623	1	10	4	2014-03-08 16:38:33
692	521	1	77	1	2014-03-09 14:57:00
693	455	1	10	2	2014-03-11 18:57:11
694	455	1	10	1	2014-03-11 19:03:06
695	528	1	1287	1	2014-03-12 13:17:31
696	518	1	10	1	2014-03-13 18:55:31
697	625	1	10	4	2014-03-18 15:46:05
698	622	1	10	4	2014-03-20 01:47:59
699	627	1	10	4	2014-03-23 16:43:07
700	615	1	10	4	2014-03-26 20:36:20
701	621	1	10	4	2014-03-26 20:39:02
702	513	1	77	3	2014-03-29 19:44:22
703	540	1	77	2	2014-03-31 13:50:23
704	467	1	10	1	2014-04-02 22:36:05
705	634	1	10	4	2014-04-05 20:19:24
706	628	1	10	4	2014-04-06 17:38:36
707	637	1	10	4	2014-04-07 00:42:11
708	636	1	10	4	2014-04-07 02:14:24
709	649	1	1287	4	2014-04-08 17:02:29
710	624	1	10	4	2014-04-13 21:31:44
711	651	1	1287	4	2014-04-14 11:34:11
712	475	1	10	4	2014-04-16 02:22:09
713	581	1	10	1	2014-04-18 21:15:28
714	630	1	10	4	2014-04-19 19:47:54
715	640	1	10	4	2014-04-19 19:50:37
716	458	1	10	1	2014-04-22 18:35:51
717	450	1	10	1	2014-04-23 15:43:36
718	513	2	77	2	2014-04-27 23:39:15
719	537	2	77	2	2014-04-28 23:04:34
720	406	2	10	1	2014-04-29 23:31:57
721	513	2	77	1	2014-04-30 12:53:20
722	596	1	1287	4	2014-05-04 16:20:37
723	644	1	1287	2	2014-05-04 16:24:14
724	557	1	77	2	2014-05-04 23:01:59
725	516	1	1287	1	2014-05-05 10:54:46
726	516	1	1287	2	2014-05-05 10:55:12
727	536	1	1287	4	2014-05-05 14:50:41
728	576	1	1287	2	2014-05-05 15:13:12
729	658	1	1287	4	2014-05-07 18:09:08
730	652	1	1287	4	2014-05-08 09:40:42
731	537	2	77	1	2014-05-08 17:12:21
732	559	1	77	2	2014-05-10 09:10:55
733	661	1	77	2	2014-05-10 14:10:06
734	626	1	77	2	2014-05-10 14:16:40
735	661	1	77	3	2014-05-11 14:02:21
736	655	1	1287	4	2014-05-12 19:02:21
737	661	2	77	2	2014-05-13 18:18:07
738	626	1	77	1	2014-05-13 18:21:49
739	661	2	77	3	2014-05-14 08:07:10
740	661	3	77	2	2014-05-14 11:48:15
741	661	3	77	1	2014-05-15 16:13:23
742	540	1	77	3	2014-05-15 20:34:38
743	320	2	77	1	2014-05-17 06:07:51
744	671	1	1287	4	2014-05-19 14:46:37
745	616	1	10	1	2014-05-20 06:47:19
746	478	1	10	1	2014-05-24 13:01:51
747	540	2	77	2	2014-05-27 19:28:32
748	677	1	1287	4	2014-06-03 12:24:46
749	638	1	1287	4	2014-06-03 12:47:09
750	638	1	1287	4	2014-06-03 12:47:19
751	559	1	77	1	2014-06-03 20:24:03
752	664	1	10	4	2014-06-04 13:28:36
753	653	1	10	4	2014-06-04 14:13:45
754	557	1	77	1	2014-06-05 02:47:36
755	668	1	10	4	2014-06-06 19:32:03
756	486	1	10	1	2014-06-07 15:11:44
757	681	1	1287	4	2014-06-10 05:59:09
758	352	1	10	1	2014-06-14 14:19:33
759	534	2	77	2	2014-06-15 13:45:31
760	438	1	10	1	2014-06-23 19:30:31
761	672	1	29	4	2014-06-29 14:33:57
762	692	1	77	4	2014-06-30 12:15:34
763	534	2	77	1	2014-06-30 12:17:02
764	541	1	1287	2	2014-07-07 08:11:34
765	697	1	1287	4	2014-07-08 08:21:52
766	698	1	1287	4	2014-07-08 09:10:35
767	666	1	10	4	2014-07-09 20:11:30
768	678	1	10	4	2014-07-09 20:16:49
769	542	1	1287	4	2014-07-11 09:23:35
770	701	1	1287	4	2014-07-14 05:12:58
771	676	1	10	1	2014-07-14 22:40:22
772	644	1	6	1	2014-07-15 13:07:09
773	329	2	10	1	2014-07-21 16:13:20
774	476	1	10	4	2014-07-21 20:07:02
775	696	1	10	4	2014-07-23 21:23:49
776	693	1	10	4	2014-07-23 21:26:23
777	679	1	10	4	2014-07-23 22:52:04
778	700	1	1287	4	2014-07-24 07:11:16
779	709	1	5	1	2014-08-04 06:24:21
780	685	1	10	4	2014-08-04 16:09:42
781	702	1	10	4	2014-08-06 14:51:14
782	711	1	1287	4	2014-08-12 06:23:08
783	491	1	10	1	2014-08-17 19:21:20
784	688	1	1287	4	2014-08-19 09:37:42
785	694	1	10	4	2014-08-24 21:45:07
786	566	1	10	1	2014-08-29 16:20:07
787	673	1	29	2	2014-08-30 08:31:18
788	710	1	10	4	2014-08-31 15:47:14
789	707	1	10	4	2014-08-31 20:30:09
790	593	1	10	1	2014-09-10 23:11:50
791	686	1	10	4	2014-09-17 16:55:16
792	719	1	10	4	2014-09-19 02:40:31
793	725	1	29	4	2014-09-20 14:10:26
794	728	1	29	4	2014-09-20 14:38:52
795	726	1	29	4	2014-09-20 14:43:12
796	540	2	77	1	2014-09-21 08:17:16
797	541	1	6	1	2014-09-25 11:24:56
798	430	1	10	1	2014-09-26 00:45:16
799	714	1	10	4	2014-09-28 15:29:13
800	703	1	10	1	2014-09-28 16:04:08
801	706	1	10	1	2014-09-28 16:12:40
802	718	1	10	4	2014-09-29 00:45:37
803	665	1	77	2	2014-09-29 21:05:32
804	723	1	1287	4	2014-09-30 10:11:55
805	576	1	1287	1	2014-10-01 04:49:04
806	727	1	1287	4	2014-10-01 04:57:50
807	657	1	77	2	2014-10-02 10:17:53
808	516	1	1287	1	2014-10-09 05:34:14
809	564	1	1287	1	2014-10-09 05:39:24
810	564	1	1287	1	2014-10-09 05:40:35
811	721	1	1287	4	2014-10-09 11:14:34
812	682	1	10	4	2014-10-13 15:46:34
813	734	1	10	4	2014-10-13 16:12:35
814	736	1	10	4	2014-10-13 16:17:45
815	737	1	10	4	2014-10-13 16:22:32
816	741	1	10	4	2014-10-13 16:45:40
817	569	1	1287	4	2014-10-15 04:34:22
818	743	1	1287	4	2014-10-18 07:15:24
819	745	1	1287	4	2014-10-18 07:18:36
820	715	1	1287	1	2014-10-21 04:35:03
821	715	1	1287	2	2014-10-21 04:41:24
822	670	1	1287	2	2014-10-21 10:52:49
823	750	1	1287	4	2014-10-23 09:52:42
824	584	1	10	3	2014-10-23 13:46:03
825	639	1	29	1	2014-10-23 15:45:44
826	673	1	29	1	2014-10-24 14:03:39
827	502	1	1287	2	2014-10-25 07:14:50
828	752	1	1287	4	2014-10-27 09:26:59
829	756	1	1287	4	2014-10-28 05:57:18
830	680	1	1287	4	2014-10-30 06:31:25
831	715	1	1287	1	2014-10-30 13:49:00
832	496	1	10	3	2014-10-31 00:50:40
833	760	1	10	4	2014-11-04 20:35:51
834	713	1	10	4	2014-11-04 20:36:57
835	761	1	1287	4	2014-11-05 05:43:56
836	762	1	1287	4	2014-11-05 05:46:25
837	748	1	1287	4	2014-11-07 06:57:56
838	665	1	77	3	2014-11-08 23:11:07
839	657	1	77	3	2014-11-11 11:17:48
840	747	1	1287	2	2014-11-12 07:42:56
841	665	2	77	1	2014-11-13 17:01:45
842	665	2	77	2	2014-11-13 17:02:02
843	665	2	77	1	2014-11-13 18:36:20
844	642	1	10	2	2014-11-17 17:52:46
845	768	1	2	1	2014-11-19 21:10:54
846	767	1	1287	4	2014-11-20 12:03:09
847	746	1	2	2	2014-11-20 14:43:22
848	670	1	1287	1	2014-11-23 17:47:44
849	772	1	1287	4	2014-11-28 06:33:36
850	746	1	2	1	2014-12-03 10:26:33
851	742	1	10	4	2014-12-04 18:34:00
852	704	1	1287	4	2014-12-05 14:09:44
853	764	1	10	4	2014-12-06 20:09:44
854	766	1	10	4	2014-12-11 15:35:48
855	747	1	1287	1	2014-12-15 14:16:16
856	773	1	1287	4	2014-12-22 11:20:22
857	667	1	77	2	2014-12-23 11:44:41
858	565	1	6	4	2014-12-27 11:38:31
859	786	1	6	1	2014-12-27 12:05:18
860	496	2	10	1	2014-12-27 19:36:11
861	617	1	10	2	2014-12-28 23:47:48
862	667	1	77	1	2014-12-29 22:07:25
863	785	1	1287	4	2014-12-30 07:42:41
864	777	1	10	4	2014-12-30 22:12:50
865	789	1	1287	4	2014-12-31 07:53:04
866	631	1	10	4	2015-01-05 00:05:08
867	799	1	77	1	2015-01-16 07:32:14
868	800	1	1287	4	2015-01-21 11:26:33
869	798	1	1287	4	2015-02-01 17:29:10
870	803	1	1287	4	2015-02-01 17:48:43
871	802	1	1287	4	2015-02-01 17:52:57
872	600	1	10	1	2015-02-08 20:50:47
873	591	1	10	1	2015-02-08 20:56:54
874	808	1	1287	4	2015-02-11 10:48:13
875	502	1	1287	1	2015-02-11 10:49:33
876	689	1	10	4	2015-02-15 21:09:52
877	814	1	1287	4	2015-02-19 05:48:33
878	584	2	10	1	2015-02-20 17:50:06
879	657	2	77	2	2015-02-20 22:59:36
880	820	1	1287	4	2015-02-21 07:38:37
881	816	1	10	4	2015-02-27 01:24:01
882	821	1	1287	4	2015-02-27 09:22:48
883	657	2	77	1	2015-03-06 22:51:10
884	822	1	1287	4	2015-03-10 05:56:40
885	494	1	10	1	2015-03-10 20:27:18
886	771	1	1287	2	2015-03-12 08:48:13
887	824	1	1287	4	2015-03-15 16:25:04
888	826	1	1287	4	2015-03-18 09:07:07
889	642	1	10	1	2015-03-19 19:53:58
890	771	1	1287	1	2015-03-26 09:59:22
891	828	1	1287	4	2015-03-28 08:23:06
892	829	1	1287	4	2015-04-01 07:31:02
893	830	1	1287	4	2015-04-03 09:47:30
894	650	1	10	2	2015-04-03 20:33:31
895	810	1	2	2	2015-04-06 17:07:12
896	801	1	2	2	2015-04-06 17:15:54
897	781	1	10	1	2015-04-08 15:39:23
898	587	1	10	1	2015-04-09 15:48:05
899	807	1	10	4	2015-04-09 19:43:20
900	778	1	29	4	2015-04-10 04:00:12
901	778	1	29	4	2015-04-10 04:03:17
902	779	1	29	4	2015-04-10 04:04:03
903	779	1	29	4	2015-04-10 04:07:32
904	778	1	29	4	2015-04-10 04:35:27
905	758	1	1287	3	2015-04-10 08:29:35
906	835	1	1287	4	2015-04-11 06:07:25
907	810	1	2	2	2015-04-12 03:33:17
908	810	1	2	1	2015-04-14 00:03:18
909	609	1	10	1	2015-04-15 01:24:39
910	836	1	6	1	2015-04-17 10:02:40
911	837	1	6	1	2015-04-17 10:24:08
912	842	1	1287	4	2015-04-26 09:16:33
913	843	1	1287	4	2015-05-04 08:35:37
914	738	1	10	2	2015-05-06 23:47:47
915	795	1	2	1	2015-05-08 02:22:49
916	846	1	2	1	2015-05-09 22:17:43
917	846	1	2	1	2015-05-09 22:17:56
918	839	1	10	4	2015-05-11 18:05:56
919	850	1	1287	4	2015-05-15 11:19:22
920	833	1	10	4	2015-05-19 15:42:39
921	733	1	10	2	2015-05-20 14:46:41
922	806	1	10	2	2015-05-21 01:56:24
923	699	1	1287	2	2015-05-21 07:55:51
924	854	1	1287	4	2015-05-22 09:15:38
925	857	1	1287	4	2015-05-26 11:52:48
926	790	1	1287	1	2015-05-27 13:57:34
927	733	1	10	1	2015-06-02 15:12:18
928	436	1	10	1	2015-06-03 21:48:04
929	865	1	1287	4	2015-06-06 06:08:02
930	861	1	1287	4	2015-06-08 08:18:06
931	860	1	1287	4	2015-06-08 08:25:16
932	868	1	1287	4	2015-06-09 17:24:57
933	809	1	1287	2	2015-06-10 08:28:58
934	809	1	1287	1	2015-06-12 04:53:24
935	869	1	1287	4	2015-06-15 10:35:04
936	869	1	1287	4	2015-06-15 10:36:33
937	870	1	1287	4	2015-06-15 10:38:10
938	872	1	1287	4	2015-06-15 12:27:04
939	682	1	10	3	2015-06-17 00:51:09
940	873	1	1287	4	2015-06-17 08:16:17
941	874	1	1287	4	2015-06-20 07:13:59
942	699	1	1287	1	2015-06-22 08:43:26
943	763	1	1287	4	2015-06-23 19:22:44
944	617	1	10	1	2015-06-24 01:32:43
945	875	1	1287	4	2015-06-24 06:30:26
946	883	1	1287	4	2015-06-30 16:29:49
947	880	1	1287	4	2015-07-01 04:45:27
948	881	1	1287	4	2015-07-01 04:47:49
949	886	1	1287	4	2015-07-01 09:11:52
950	886	1	1287	4	2015-07-01 09:17:58
951	871	1	1287	4	2015-07-01 15:57:47
952	888	1	1287	4	2015-07-09 05:32:47
953	889	1	1287	4	2015-07-10 05:11:31
954	751	1	1287	2	2015-07-13 08:43:27
955	895	1	1287	4	2015-07-21 05:07:36
956	751	1	1287	1	2015-07-22 12:33:31
957	544	1	49	1	2015-07-22 18:28:51
958	545	1	49	1	2015-07-22 18:32:46
959	650	1	10	1	2015-07-23 15:26:56
960	550	1	49	1	2015-07-24 15:02:47
961	901	1	6	1	2015-07-24 15:54:23
962	899	1	1287	4	2015-07-25 12:33:53
963	903	1	1287	4	2015-07-31 14:09:16
964	907	1	1287	4	2015-08-03 05:07:14
965	908	1	1287	4	2015-08-03 08:51:13
966	890	1	10	4	2015-08-04 19:51:21
967	770	1	10	1	2015-08-05 18:02:39
968	894	1	10	4	2015-08-12 00:03:35
969	878	1	10	4	2015-08-12 00:08:51
970	722	1	10	2	2015-08-12 01:34:05
971	669	1	10	4	2015-08-19 00:49:12
972	797	1	10	4	2015-08-19 01:00:47
973	916	1	1287	4	2015-08-19 17:26:53
974	922	1	1287	4	2015-08-19 17:38:35
975	887	1	1287	2	2015-08-19 17:54:08
976	925	1	1287	4	2015-08-20 18:11:21
977	926	1	1287	4	2015-08-21 10:43:33
978	926	1	1287	4	2015-08-21 10:43:42
979	887	1	1287	1	2015-08-21 17:53:40
980	801	1	2	1	2015-08-22 21:14:40
981	930	1	1287	4	2015-08-28 10:42:31
982	931	1	1287	4	2015-08-28 10:47:49
983	927	1	1287	4	2015-08-29 06:18:03
984	932	1	1287	4	2015-08-30 14:45:05
985	932	1	1287	4	2015-08-30 14:45:21
986	929	1	1287	4	2015-09-02 16:11:40
987	912	1	10	4	2015-09-07 22:44:42
988	913	1	10	4	2015-09-07 22:45:21
989	570	1	49	4	2015-09-08 09:38:40
990	864	1	1287	2	2015-09-09 10:35:47
991	917	1	1287	4	2015-09-15 12:26:34
992	924	1	1287	4	2015-09-15 13:12:58
993	687	1	10	1	2015-09-15 18:38:13
994	827	1	10	4	2015-09-17 02:47:57
995	859	1	10	1	2015-09-18 23:46:27
996	904	1	10	4	2015-09-21 15:11:49
997	877	1	10	4	2015-09-21 15:15:19
998	885	1	10	4	2015-09-21 15:19:05
999	892	1	10	4	2015-09-21 15:21:59
1000	864	1	1287	1	2015-09-21 17:07:44
1001	538	1	2	1	2015-09-27 03:39:31
1002	570	1	2	4	2015-09-27 18:18:08
1003	838	1	2	3	2015-09-28 08:20:26
1004	945	1	1287	4	2015-09-30 08:03:12
1005	847	1	10	2	2015-09-30 18:34:08
1006	838	1	2	2	2015-10-01 09:41:54
1007	948	1	1287	4	2015-10-04 06:34:42
1008	947	1	1287	4	2015-10-04 06:37:31
1009	946	1	1287	4	2015-10-04 06:39:18
1010	943	1	77	2	2015-10-05 22:20:36
1011	952	1	1287	4	2015-10-07 07:59:22
1012	722	1	10	1	2015-10-08 15:36:15
1013	897	1	10	4	2015-10-08 16:21:33
1014	805	1	10	1	2015-10-10 23:11:05
1015	954	1	6	1	2015-10-12 12:55:16
1016	943	1	77	1	2015-10-12 18:12:49
1017	787	1	10	1	2015-10-13 02:04:54
1018	955	1	1287	4	2015-10-13 18:34:21
1019	377	1	2	3	2015-10-16 16:06:58
1020	705	1	10	2	2015-10-16 16:11:24
1021	788	1	10	2	2015-10-16 16:28:32
1022	961	1	6	1	2015-10-19 22:47:23
1023	848	1	1287	2	2015-10-21 08:22:20
1024	851	1	2	1	2015-10-24 06:27:26
1025	882	1	2	1	2015-10-24 06:28:40
1026	918	1	2	1	2015-10-24 06:29:00
1027	749	1	10	2	2015-10-28 01:10:56
1028	935	1	1287	2	2015-10-28 11:19:52
1029	847	1	10	1	2015-10-28 14:02:45
1030	769	1	10	2	2015-10-28 14:18:55
1031	823	1	10	2	2015-10-28 14:31:44
1032	940	1	10	4	2015-10-28 17:38:17
1033	933	1	10	4	2015-10-29 02:55:08
1034	966	1	1287	4	2015-11-02 09:03:32
1035	967	1	1287	4	2015-11-03 06:10:10
1036	844	1	10	1	2015-11-04 00:12:45
1037	905	1	10	2	2015-11-06 07:12:53
1038	970	1	1287	4	2015-11-11 05:27:30
1039	749	1	10	1	2015-11-13 02:42:15
1040	935	1	1287	1	2015-11-13 09:28:47
1041	971	1	75	4	2015-11-15 08:41:08
1042	972	1	75	4	2015-11-15 08:47:37
1043	974	1	1287	4	2015-11-17 09:28:18
1044	905	1	10	1	2015-11-19 00:24:49
1045	977	1	1287	4	2015-11-19 12:26:54
1046	968	1	10	4	2015-11-19 15:29:12
1047	915	1	10	2	2015-11-21 02:42:44
1048	867	1	1287	4	2015-11-24 11:45:52
1049	834	1	29	2	2015-11-24 11:52:01
1050	867	1	1287	4	2015-11-24 12:02:30
1051	731	1	29	4	2015-11-24 12:12:15
1052	784	1	29	4	2015-11-24 12:26:53
1053	900	1	29	4	2015-11-24 12:33:21
1054	963	1	29	4	2015-11-24 18:52:12
1055	858	1	10	4	2015-11-28 20:01:30
1056	983	1	1287	4	2015-11-29 12:26:55
1057	988	1	1287	4	2015-12-03 18:38:53
1058	987	1	1287	4	2015-12-04 05:11:12
1059	985	1	1287	4	2015-12-04 05:24:21
1060	980	1	75	4	2015-12-07 17:13:21
1061	780	1	1287	2	2015-12-10 07:44:47
1062	990	1	10	4	2015-12-14 20:24:28
1063	838	1	2	1	2015-12-15 15:54:18
1064	994	1	1287	4	2015-12-17 07:02:34
1065	780	1	1287	1	2015-12-17 12:27:15
1066	780	1	1287	1	2015-12-17 12:42:52
1067	780	1	1287	1	2015-12-17 12:43:50
1068	975	1	10	4	2015-12-17 19:45:59
1069	993	1	75	4	2015-12-18 08:44:31
1070	758	1	1287	1	2015-12-18 09:14:32
1071	921	1	10	1	2015-12-18 22:41:16
1072	705	1	10	1	2015-12-21 17:36:23
1073	999	1	6	1	2015-12-21 22:05:42
1074	979	1	10	4	2015-12-23 03:41:40
1075	984	1	10	4	2015-12-23 03:42:21
1076	804	1	10	4	2015-12-24 02:25:01
1077	560	1	2	1	2015-12-24 12:26:39
1078	1004	1	1287	4	2015-12-24 20:25:03
1079	1001	1	1287	4	2015-12-24 20:29:49
1080	978	1	1287	2	2015-12-25 15:49:45
1081	915	1	10	1	2015-12-27 03:15:51
1082	995	1	1287	4	2015-12-27 15:40:27
1083	978	1	1287	1	2015-12-28 13:05:36
1084	1008	1	1287	4	2015-12-31 08:06:07
1085	879	1	1287	2	2016-01-04 17:47:07
1086	879	1	1287	1	2016-01-05 13:16:09
1087	902	1	10	4	2016-01-06 01:32:29
1088	1010	1	1287	4	2016-01-09 07:34:54
1089	1012	1	1287	4	2016-01-10 09:11:44
1090	552	1	49	1	2016-01-10 09:19:38
1091	552	1	49	1	2016-01-10 09:19:54
1092	957	1	1287	1	2016-01-11 09:17:03
1093	957	1	1287	2	2016-01-11 09:17:17
1094	953	1	2	3	2016-01-11 22:03:07
1095	1009	1	1287	4	2016-01-12 05:43:58
1096	1014	1	1287	4	2016-01-13 10:04:18
1097	848	1	1287	2	2016-01-16 13:18:45
1098	937	1	10	2	2016-01-18 19:39:54
1099	1016	1	1287	4	2016-01-20 10:07:08
1100	957	1	1287	1	2016-01-21 20:16:54
1101	1000	1	2	2	2016-01-27 20:19:46
1102	848	1	1287	1	2016-01-28 17:13:05
1103	1026	1	1287	4	2016-02-04 05:35:25
1104	1023	1	1287	4	2016-02-04 05:39:08
1105	1005	1	10	4	2016-02-07 17:09:44
1106	1018	1	10	4	2016-02-07 17:13:16
1107	1024	1	10	4	2016-02-07 17:23:01
1108	834	1	29	1	2016-02-08 16:48:30
1109	845	1	29	3	2016-02-08 16:58:57
1110	923	1	29	4	2016-02-08 17:06:20
1111	923	1	29	4	2016-02-08 18:03:35
1112	813	1	10	1	2016-02-10 20:14:39
1113	1029	1	1287	4	2016-02-10 21:17:27
1114	1033	1	1287	4	2016-02-16 09:51:30
1115	825	1	10	2	2016-02-17 21:38:15
1116	1040	1	1287	4	2016-02-22 05:20:32
1117	1031	1	1287	4	2016-02-22 05:26:01
1118	1035	1	1287	4	2016-02-22 05:37:55
1119	1028	1	1287	4	2016-02-22 05:39:41
1120	1036	1	1287	4	2016-02-22 05:40:23
1121	1042	1	1287	4	2016-02-22 15:55:54
1122	898	1	29	4	2016-02-23 19:21:58
1123	1028	1	1287	4	2016-02-26 19:14:48
1124	898	1	29	4	2016-02-27 17:05:05
1125	923	1	29	4	2016-02-27 17:05:38
1126	1047	1	1287	4	2016-03-01 09:00:38
1127	1048	1	1287	4	2016-03-01 09:03:01
1128	1045	1	1287	4	2016-03-01 10:15:16
1129	1052	1	6	1	2016-03-01 21:45:27
1130	937	1	10	1	2016-03-02 01:30:43
1131	1049	1	1287	4	2016-03-02 11:18:13
1132	1051	1	1287	4	2016-03-02 11:37:06
1133	1025	1	29	2	2016-03-02 12:46:16
1134	909	1	10	1	2016-03-02 17:55:58
1135	832	1	10	1	2016-03-04 03:27:56
1136	1038	1	10	4	2016-03-08 03:46:47
1137	1053	1	75	4	2016-03-08 14:25:15
1138	982	1	75	3	2016-03-10 18:54:31
1139	825	1	10	1	2016-03-10 21:32:17
1140	1039	1	10	4	2016-03-11 14:49:06
1141	1025	1	29	1	2016-03-11 17:22:37
1142	1057	1	1287	4	2016-03-12 14:28:16
1143	823	1	10	1	2016-03-14 20:05:20
1144	1065	1	1287	4	2016-03-20 16:29:23
1145	1064	1	1287	4	2016-03-20 16:31:41
1146	1067	1	1287	4	2016-03-24 08:48:04
1147	1075	1	31	4	2016-03-25 08:38:47
1148	896	1	1287	2	2016-03-25 13:50:33
1149	1027	1	10	4	2016-03-27 02:15:51
1150	998	1	1287	2	2016-03-28 18:00:15
1151	1078	1	1287	4	2016-03-29 13:31:08
1152	1076	1	31	4	2016-03-29 19:52:28
1153	682	2	10	1	2016-03-29 20:02:13
1154	998	1	1287	1	2016-03-30 18:48:25
1155	896	1	1287	1	2016-03-31 17:32:29
1156	1080	1	31	4	2016-04-05 07:45:36
1157	757	1	10	1	2016-04-08 18:59:53
1158	1085	1	1287	4	2016-04-14 06:39:09
1159	845	2	29	2	2016-04-14 17:58:12
1160	1030	1	29	2	2016-04-14 18:08:28
1161	1082	1	31	4	2016-04-15 10:05:13
1162	1030	1	29	1	2016-04-15 11:12:12
1163	976	1	1287	2	2016-04-27 14:21:12
1164	1093	1	1287	4	2016-04-28 05:35:39
1165	1090	1	31	4	2016-04-28 06:14:02
1166	1073	1	782	4	2016-05-04 12:33:12
1167	1021	1	2	2	2016-05-05 07:18:41
1168	1095	1	36	4	2016-05-10 09:44:29
1169	1089	1	36	4	2016-05-10 12:18:02
1170	1099	1	1287	4	2016-05-13 10:38:59
1171	1070	1	10	4	2016-05-14 15:50:35
1172	1020	1	1287	1	2016-05-15 17:44:00
1173	1086	1	1287	4	2016-05-16 08:06:29
1174	783	1	10	1	2016-05-16 10:20:28
1175	769	1	10	1	2016-05-17 16:30:11
1176	949	1	1287	1	2016-05-18 05:20:07
1177	1105	1	77	4	2016-05-18 11:23:54
1178	876	1	10	1	2016-05-21 15:24:27
1179	1112	1	31	4	2016-05-24 18:53:21
1180	845	2	29	2	2016-05-26 17:23:55
1181	845	2	29	1	2016-05-26 17:24:14
1182	1101	1	31	4	2016-05-29 15:48:09
1183	1094	1	782	4	2016-06-02 09:03:23
1184	1073	1	782	4	2016-06-02 09:06:41
1185	1119	1	84	4	2016-06-05 16:45:27
1186	1119	1	84	4	2016-06-05 20:09:13
1187	1021	1	2	3	2016-06-10 16:38:09
1188	1125	1	31	4	2016-06-14 10:52:44
1189	1084	1	10	4	2016-06-16 02:41:08
1190	1079	1	2	4	2016-06-18 04:17:28
1191	1128	1	1287	4	2016-06-19 15:24:58
1192	1056	1	29	2	2016-06-20 17:15:01
1193	1077	1	29	2	2016-06-20 17:20:26
1194	1000	1	2	1	2016-06-21 03:30:27
1195	1000	1	2	1	2016-06-21 03:31:08
1196	1134	1	31	4	2016-06-21 08:04:05
1197	1135	1	31	4	2016-06-23 06:42:30
1198	1056	1	29	1	2016-06-23 13:15:53
